game,trial_index,horizon,ground_truth,model_predicted_char,nll,top2
9,7,6,I,I,1.8046875,"[('H', 0.8359375), ('I', 0.1640625)]"
9,8,6,H,H,0.3125,"[('H', 0.73046875), ('I', 0.26953125)]"
9,9,6,H,H,0.16015625,"[('H', 0.8515625), ('I', 0.1474609375)]"
9,10,6,H,H,0.126953125,"[('H', 0.87890625), ('I', 0.11962890625)]"
10,5,6,H,H,2.234375,"[('I', 0.89453125), ('H', 0.10693359375)]"
10,6,6,I,I,0.251953125,"[('I', 0.77734375), ('H', 0.22265625)]"
10,7,6,I,I,0.062255859375,"[('I', 0.94140625), ('H', 0.06005859375)]"
10,8,6,I,I,0.0439453125,"[('I', 0.95703125), ('H', 0.0419921875)]"
10,9,6,H,H,3.53125,"[('I', 0.96875), ('H', 0.029296875)]"
10,10,6,I,I,0.33203125,"[('I', 0.71875), ('H', 0.265625)]"
11,5,6,I,I,0.314453125,"[('I', 0.73046875), ('H', 0.26953125)]"
11,6,6,I,I,0.28125,"[('I', 0.75390625), ('H', 0.2451171875)]"
11,7,6,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
11,8,6,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
11,9,6,I,I,0.06982421875,"[('I', 0.93359375), ('H', 0.06787109375)]"
11,10,6,I,I,0.28125,"[('I', 0.75390625), ('H', 0.2451171875)]"
12,5,6,I,I,0.5234375,"[('I', 0.59375), ('H', 0.40625)]"
12,6,6,I,I,0.5234375,"[('I', 0.59375), ('H', 0.40625)]"
12,7,6,H,H,1.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
12,8,6,I,I,0.57421875,"[('I', 0.5625), ('H', 0.439453125)]"
12,9,6,I,I,0.38671875,"[('I', 0.6796875), ('H', 0.3203125)]"
12,10,6,I,I,0.251953125,"[('I', 0.77734375), ('H', 0.22265625)]"
13,5,1,H,H,0.5234375,"[('H', 0.59375), ('I', 0.40625)]"
14,5,6,I,I,1.3125,"[('H', 0.73046875), ('I', 0.26953125)]"
14,6,6,I,I,0.97265625,"[('H', 0.62109375), ('I', 0.37890625)]"
14,7,6,H,H,1.2265625,"[('I', 0.703125), ('H', 0.29296875)]"
14,8,6,I,I,0.5234375,"[('I', 0.59375), ('H', 0.40625)]"
14,9,6,H,H,1.0546875,"[('I', 0.65234375), ('H', 0.34765625)]"
14,10,6,H,H,0.57421875,"[('H', 0.5625), ('I', 0.439453125)]"
15,5,6,H,H,0.048583984375,"[('H', 0.953125), ('I', 0.047607421875)]"
15,6,6,H,H,0.02978515625,"[('H', 0.96875), ('I', 0.029296875)]"
15,7,6,H,H,0.01611328125,"[('H', 0.984375), ('I', 0.015625)]"
15,8,6,H,H,0.0111083984375,"[('H', 0.98828125), ('I', 0.0111083984375)]"
15,9,6,H,H,0.006805419921875,"[('H', 0.9921875), ('I', 0.006744384765625)]"
15,10,6,H,H,0.0162353515625,"[('H', 0.984375), ('I', 0.015625)]"
16,5,6,H,H,0.0233154296875,"[('H', 0.9765625), ('I', 0.023193359375)]"
16,6,6,H,H,0.01300048828125,"[('H', 0.98828125), ('I', 0.0125732421875)]"
16,7,6,H,H,0.00677490234375,"[('H', 0.9921875), ('I', 0.006744384765625)]"
16,8,6,I,I,5.375,"[('H', 0.99609375), ('I', 0.004638671875)]"
16,9,6,H,H,0.06201171875,"[('H', 0.94140625), ('I', 0.06005859375)]"
16,10,6,H,H,0.01123046875,"[('H', 0.98828125), ('I', 0.0111083984375)]"
17,5,6,H,H,2.46875,"[('I', 0.9140625), ('H', 0.08447265625)]"
17,6,6,H,H,1.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
17,7,6,H,H,0.7578125,"[('I', 0.53125), ('H', 0.46875)]"
17,8,6,I,I,0.8984375,"[('H', 0.59375), ('I', 0.40625)]"
17,9,6,H,H,0.69140625,"[('I', 0.5), ('H', 0.5)]"
17,10,6,H,H,0.28125,"[('H', 0.75390625), ('I', 0.2451171875)]"
18,5,6,I,I,0.57421875,"[('I', 0.5625), ('H', 0.439453125)]"
18,6,6,H,H,1.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
18,7,6,I,I,0.4296875,"[('I', 0.65234375), ('H', 0.34765625)]"
18,8,6,H,H,1.5,"[('I', 0.77734375), ('H', 0.22265625)]"
18,9,6,H,H,0.8984375,"[('I', 0.59375), ('H', 0.40625)]"
18,10,6,I,I,0.7578125,"[('H', 0.53125), ('I', 0.46875)]"
19,5,1,I,I,1.0546875,"[('H', 0.65234375), ('I', 0.34765625)]"
20,5,6,H,H,0.6328125,"[('H', 0.53125), ('I', 0.46875)]"
20,6,6,I,I,0.57421875,"[('I', 0.5625), ('H', 0.439453125)]"
20,7,6,H,H,0.7578125,"[('I', 0.53125), ('H', 0.46875)]"
20,8,6,H,H,0.6328125,"[('H', 0.53125), ('I', 0.46875)]"
20,9,6,H,H,0.38671875,"[('H', 0.6796875), ('I', 0.3203125)]"
20,10,6,H,H,0.251953125,"[('H', 0.77734375), ('I', 0.22265625)]"
21,5,1,H,H,0.82421875,"[('I', 0.5625), ('H', 0.439453125)]"
22,5,1,I,I,1.140625,"[('H', 0.6796875), ('I', 0.3203125)]"
23,5,1,I,I,1.3125,"[('H', 0.73046875), ('I', 0.26953125)]"
24,5,6,I,I,1.5,"[('H', 0.77734375), ('I', 0.22265625)]"
24,6,6,H,H,0.16015625,"[('H', 0.8515625), ('I', 0.1474609375)]"
24,7,6,H,H,0.2255859375,"[('H', 0.796875), ('I', 0.201171875)]"
24,8,6,H,H,0.0888671875,"[('H', 0.9140625), ('I', 0.08447265625)]"
24,9,6,H,H,0.01611328125,"[('H', 0.984375), ('I', 0.015625)]"
24,10,6,H,H,0.048583984375,"[('H', 0.953125), ('I', 0.047607421875)]"
25,5,1,I,I,0.8984375,"[('H', 0.59375), ('I', 0.40625)]"
26,5,6,H,H,1.9140625,"[('I', 0.8515625), ('H', 0.1474609375)]"
26,6,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
26,7,6,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
26,8,6,I,I,0.10009765625,"[('I', 0.90625), ('H', 0.09619140625)]"
26,9,6,I,I,0.0888671875,"[('I', 0.9140625), ('H', 0.08447265625)]"
26,10,6,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
27,5,6,I,I,0.38671875,"[('I', 0.6796875), ('H', 0.3203125)]"
27,6,6,H,H,0.97265625,"[('I', 0.62109375), ('H', 0.37890625)]"
27,7,6,I,I,0.34765625,"[('I', 0.70703125), ('H', 0.29296875)]"
27,8,6,I,I,0.4296875,"[('I', 0.65234375), ('H', 0.34765625)]"
27,9,6,H,H,1.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
27,10,6,I,I,0.82421875,"[('H', 0.5625), ('I', 0.439453125)]"
28,5,1,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
29,5,1,I,I,0.201171875,"[('I', 0.81640625), ('H', 0.181640625)]"
30,5,6,I,I,0.82421875,"[('H', 0.5625), ('I', 0.439453125)]"
30,6,6,H,H,0.6328125,"[('H', 0.53125), ('I', 0.46875)]"
30,7,6,I,I,1.40625,"[('H', 0.75390625), ('I', 0.2451171875)]"
30,8,6,H,H,0.5234375,"[('H', 0.59375), ('I', 0.40625)]"
30,9,6,H,H,0.1796875,"[('H', 0.8359375), ('I', 0.1640625)]"
30,10,6,H,H,0.126953125,"[('H', 0.87890625), ('I', 0.11962890625)]"
31,5,1,H,H,0.126953125,"[('H', 0.87890625), ('I', 0.11962890625)]"
32,5,6,I,I,2.46875,"[('H', 0.9140625), ('I', 0.08447265625)]"
32,6,6,H,H,0.126953125,"[('H', 0.87890625), ('I', 0.11962890625)]"
32,7,6,H,H,0.0181884765625,"[('H', 0.98046875), ('I', 0.0177001953125)]"
32,8,6,I,I,3.40625,"[('H', 0.96875), ('I', 0.033203125)]"
32,9,6,I,I,1.6015625,"[('H', 0.796875), ('I', 0.201171875)]"
32,10,6,I,I,0.82421875,"[('H', 0.5625), ('I', 0.439453125)]"
33,5,6,I,I,0.142578125,"[('I', 0.8671875), ('H', 0.1328125)]"
33,6,6,I,I,0.34765625,"[('I', 0.70703125), ('H', 0.29296875)]"
33,7,6,H,H,0.8984375,"[('I', 0.59375), ('H', 0.40625)]"
33,8,6,H,H,1.0546875,"[('I', 0.65234375), ('H', 0.34765625)]"
33,9,6,I,I,0.7578125,"[('H', 0.53125), ('I', 0.46875)]"
33,10,6,H,H,0.7578125,"[('I', 0.53125), ('H', 0.46875)]"
34,5,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
34,6,6,H,H,1.2265625,"[('I', 0.70703125), ('H', 0.29296875)]"
34,7,6,I,I,0.6328125,"[('I', 0.53125), ('H', 0.46875)]"
34,8,6,I,I,0.4296875,"[('I', 0.65234375), ('H', 0.34765625)]"
34,9,6,I,I,0.201171875,"[('I', 0.81640625), ('H', 0.181640625)]"
34,10,6,I,I,0.201171875,"[('I', 0.81640625), ('H', 0.181640625)]"
35,5,6,H,H,0.1796875,"[('H', 0.8359375), ('I', 0.1640625)]"
35,6,6,H,H,0.06982421875,"[('H', 0.93359375), ('I', 0.06787109375)]"
35,7,6,I,I,1.9140625,"[('H', 0.8515625), ('I', 0.1474609375)]"
35,8,6,H,H,0.11279296875,"[('H', 0.89453125), ('I', 0.10693359375)]"
35,9,6,H,H,0.01251220703125,"[('H', 0.98828125), ('I', 0.0125732421875)]"
35,10,6,H,H,0.02978515625,"[('H', 0.96875), ('I', 0.029296875)]"
36,5,6,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
36,6,6,I,I,0.0791015625,"[('I', 0.92578125), ('H', 0.07568359375)]"
36,7,6,I,I,0.10009765625,"[('I', 0.90625), ('H', 0.09619140625)]"
36,8,6,I,I,0.01416015625,"[('I', 0.984375), ('H', 0.0142822265625)]"
36,9,6,I,I,0.0263671875,"[('I', 0.97265625), ('H', 0.02587890625)]"
36,10,6,I,I,0.054931640625,"[('I', 0.9453125), ('H', 0.052978515625)]"
37,5,1,H,H,2.34375,"[('I', 0.90625), ('H', 0.09619140625)]"
38,5,1,H,H,0.34765625,"[('H', 0.70703125), ('I', 0.29296875)]"
39,5,6,H,H,1.140625,"[('I', 0.6796875), ('H', 0.3203125)]"
39,6,6,I,I,0.6328125,"[('I', 0.53125), ('H', 0.46875)]"
39,7,6,I,I,0.474609375,"[('I', 0.62109375), ('H', 0.37890625)]"
39,8,6,H,H,0.69140625,"[('I', 0.5), ('H', 0.5)]"
39,9,6,H,H,0.6328125,"[('H', 0.53125), ('I', 0.46875)]"
39,10,6,H,H,0.34765625,"[('H', 0.70703125), ('I', 0.29296875)]"
40,5,6,H,H,0.4296875,"[('H', 0.65234375), ('I', 0.34765625)]"
40,6,6,I,I,2.34375,"[('H', 0.90625), ('I', 0.09619140625)]"
40,7,6,I,I,0.7578125,"[('H', 0.53125), ('I', 0.46875)]"
40,8,6,I,I,0.5234375,"[('I', 0.59375), ('H', 0.40625)]"
40,9,6,H,H,0.97265625,"[('I', 0.62109375), ('H', 0.37890625)]"
40,10,6,I,I,1.40625,"[('H', 0.75390625), ('I', 0.2451171875)]"
41,5,1,I,I,0.5234375,"[('I', 0.59375), ('H', 0.40625)]"
42,5,1,H,H,0.2255859375,"[('H', 0.796875), ('I', 0.201171875)]"
43,5,1,H,H,1.703125,"[('I', 0.81640625), ('H', 0.181640625)]"
44,5,6,I,I,0.28125,"[('I', 0.75390625), ('H', 0.2451171875)]"
44,6,6,H,H,1.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
44,7,6,I,I,0.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
44,8,6,I,I,0.1796875,"[('I', 0.8359375), ('H', 0.1640625)]"
44,9,6,I,I,0.38671875,"[('I', 0.6796875), ('H', 0.3203125)]"
44,10,6,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
45,5,1,H,H,1.9140625,"[('I', 0.8515625), ('H', 0.1474609375)]"
46,5,6,H,H,0.2255859375,"[('H', 0.796875), ('I', 0.201171875)]"
46,6,6,I,I,1.40625,"[('H', 0.75390625), ('I', 0.2451171875)]"
46,7,6,I,I,1.6015625,"[('H', 0.796875), ('I', 0.201171875)]"
46,8,6,I,I,1.140625,"[('H', 0.6796875), ('I', 0.3203125)]"
46,9,6,H,H,0.4296875,"[('H', 0.65234375), ('I', 0.34765625)]"
46,10,6,I,I,1.2265625,"[('H', 0.70703125), ('I', 0.29296875)]"
47,5,1,H,H,0.251953125,"[('H', 0.77734375), ('I', 0.22265625)]"
48,5,6,I,I,1.40625,"[('H', 0.75390625), ('I', 0.2451171875)]"
48,6,6,H,H,0.6328125,"[('H', 0.53125), ('I', 0.46875)]"
48,7,6,I,I,0.8984375,"[('H', 0.59375), ('I', 0.40625)]"
48,8,6,I,I,0.69140625,"[('I', 0.5), ('H', 0.5)]"
48,9,6,I,I,0.57421875,"[('I', 0.5625), ('H', 0.439453125)]"
48,10,6,I,I,0.474609375,"[('I', 0.62109375), ('H', 0.37890625)]"
49,5,1,H,H,1.140625,"[('I', 0.6796875), ('H', 0.3203125)]"
50,5,1,I,I,0.04296875,"[('I', 0.95703125), ('H', 0.0419921875)]"
51,5,6,I,I,0.82421875,"[('H', 0.5625), ('I', 0.439453125)]"
51,6,6,H,H,0.6328125,"[('H', 0.53125), ('I', 0.46875)]"
51,7,6,H,H,0.69140625,"[('I', 0.5), ('H', 0.5)]"
51,8,6,H,H,0.3125,"[('H', 0.73046875), ('I', 0.26953125)]"
51,9,6,I,I,1.5,"[('H', 0.77734375), ('I', 0.22265625)]"
51,10,6,I,I,0.8984375,"[('H', 0.59375), ('I', 0.40625)]"
52,5,6,H,H,0.34765625,"[('H', 0.70703125), ('I', 0.29296875)]"
52,6,6,H,H,0.5234375,"[('H', 0.59375), ('I', 0.40625)]"
52,7,6,H,H,0.5234375,"[('H', 0.59375), ('I', 0.40625)]"
52,8,6,I,I,0.97265625,"[('H', 0.62109375), ('I', 0.37890625)]"
52,9,6,H,H,0.4296875,"[('H', 0.65234375), ('I', 0.34765625)]"
52,10,6,H,H,0.251953125,"[('H', 0.77734375), ('I', 0.22265625)]"
53,5,1,H,H,0.5234375,"[('H', 0.59375), ('I', 0.40625)]"
54,5,6,I,I,2.015625,"[('H', 0.8671875), ('I', 0.1328125)]"
54,6,6,H,H,0.142578125,"[('H', 0.8671875), ('I', 0.1328125)]"
54,7,6,H,H,0.126953125,"[('H', 0.87890625), ('I', 0.11962890625)]"
54,8,6,I,I,1.8046875,"[('H', 0.8359375), ('I', 0.1640625)]"
54,9,6,I,I,1.40625,"[('H', 0.75390625), ('I', 0.2451171875)]"
54,10,6,I,I,0.97265625,"[('H', 0.62109375), ('I', 0.37890625)]"
55,5,6,I,I,1.2265625,"[('H', 0.70703125), ('I', 0.29296875)]"
55,6,6,H,H,0.474609375,"[('H', 0.62109375), ('I', 0.37890625)]"
55,7,6,H,H,0.38671875,"[('H', 0.6796875), ('I', 0.3203125)]"
55,8,6,H,H,0.28125,"[('H', 0.75390625), ('I', 0.2451171875)]"
55,9,6,H,H,0.10009765625,"[('H', 0.90625), ('I', 0.09619140625)]"
55,10,6,I,I,1.703125,"[('H', 0.81640625), ('I', 0.181640625)]"
56,5,6,H,H,1.2265625,"[('I', 0.70703125), ('H', 0.29296875)]"
56,6,6,I,I,0.5234375,"[('I', 0.59375), ('H', 0.40625)]"
56,7,6,H,H,1.703125,"[('I', 0.81640625), ('H', 0.181640625)]"
56,8,6,H,H,0.97265625,"[('I', 0.62109375), ('H', 0.37890625)]"
56,9,6,H,H,0.57421875,"[('H', 0.5625), ('I', 0.439453125)]"
56,10,6,I,I,0.7578125,"[('H', 0.53125), ('I', 0.46875)]"
57,5,1,I,I,0.4296875,"[('I', 0.65234375), ('H', 0.34765625)]"
58,5,1,I,I,0.8984375,"[('H', 0.59375), ('I', 0.40625)]"
59,5,1,I,I,0.38671875,"[('I', 0.6796875), ('H', 0.3203125)]"
60,5,1,I,I,0.34765625,"[('I', 0.70703125), ('H', 0.29296875)]"
61,5,6,H,H,0.142578125,"[('H', 0.8671875), ('I', 0.1328125)]"
61,6,6,I,I,2.46875,"[('H', 0.9140625), ('I', 0.08447265625)]"
61,7,6,H,H,0.201171875,"[('H', 0.81640625), ('I', 0.181640625)]"
61,8,6,H,H,0.06201171875,"[('H', 0.94140625), ('I', 0.06005859375)]"
61,9,6,H,H,0.0380859375,"[('H', 0.9609375), ('I', 0.03759765625)]"
61,10,6,H,H,0.0380859375,"[('H', 0.9609375), ('I', 0.03759765625)]"
62,5,6,I,I,0.34765625,"[('I', 0.70703125), ('H', 0.29296875)]"
62,6,6,H,H,0.7578125,"[('I', 0.53125), ('H', 0.46875)]"
62,7,6,I,I,0.6328125,"[('I', 0.53125), ('H', 0.46875)]"
62,8,6,H,H,0.8984375,"[('I', 0.59375), ('H', 0.40625)]"
62,9,6,H,H,0.474609375,"[('H', 0.62109375), ('I', 0.37890625)]"
62,10,6,I,I,0.7578125,"[('H', 0.53125), ('I', 0.46875)]"
63,5,1,I,I,0.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
64,5,1,H,H,0.10009765625,"[('H', 0.90625), ('I', 0.09619140625)]"
65,5,1,H,H,0.474609375,"[('H', 0.62109375), ('I', 0.37890625)]"
66,5,1,H,H,0.126953125,"[('H', 0.87890625), ('I', 0.11962890625)]"
67,5,6,H,H,0.7578125,"[('I', 0.53125), ('H', 0.46875)]"
67,6,6,I,I,0.7578125,"[('H', 0.53125), ('I', 0.46875)]"
67,7,6,H,H,0.57421875,"[('H', 0.5625), ('I', 0.439453125)]"
67,8,6,I,I,1.0546875,"[('H', 0.65234375), ('I', 0.34765625)]"
67,9,6,H,H,0.5234375,"[('H', 0.59375), ('I', 0.40625)]"
67,10,6,H,H,0.201171875,"[('H', 0.81640625), ('I', 0.181640625)]"
68,5,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
68,6,6,H,H,0.7578125,"[('I', 0.53125), ('H', 0.46875)]"
68,7,6,I,I,0.34765625,"[('I', 0.70703125), ('H', 0.29296875)]"
68,8,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
68,9,6,I,I,0.1796875,"[('I', 0.8359375), ('H', 0.1640625)]"
68,10,6,I,I,0.201171875,"[('I', 0.81640625), ('H', 0.181640625)]"
69,5,6,I,I,2.234375,"[('H', 0.89453125), ('I', 0.10693359375)]"
69,6,6,H,H,0.142578125,"[('H', 0.8671875), ('I', 0.1328125)]"
69,7,6,H,H,0.16015625,"[('H', 0.8515625), ('I', 0.1474609375)]"
69,8,6,H,H,0.06201171875,"[('H', 0.94140625), ('I', 0.06005859375)]"
69,9,6,H,H,0.0263671875,"[('H', 0.97265625), ('I', 0.02587890625)]"
69,10,6,I,I,2.46875,"[('H', 0.9140625), ('I', 0.08447265625)]"
70,5,1,H,H,1.0546875,"[('I', 0.65234375), ('H', 0.34765625)]"
71,5,1,H,H,0.2255859375,"[('H', 0.796875), ('I', 0.201171875)]"
72,5,1,H,H,1.0546875,"[('I', 0.65234375), ('H', 0.34765625)]"
73,5,1,H,H,0.97265625,"[('I', 0.62109375), ('H', 0.37890625)]"
74,5,1,H,H,1.703125,"[('I', 0.81640625), ('H', 0.181640625)]"
75,5,1,I,I,0.34765625,"[('I', 0.70703125), ('H', 0.29296875)]"
76,5,6,I,I,0.474609375,"[('I', 0.62109375), ('H', 0.37890625)]"
76,6,6,H,H,1.140625,"[('I', 0.6796875), ('H', 0.3203125)]"
76,7,6,I,I,0.251953125,"[('I', 0.77734375), ('H', 0.22265625)]"
76,8,6,I,I,0.10009765625,"[('I', 0.90625), ('H', 0.09619140625)]"
76,9,6,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
76,10,6,I,I,0.0791015625,"[('I', 0.92578125), ('H', 0.07568359375)]"
77,5,1,H,H,0.11279296875,"[('H', 0.89453125), ('I', 0.10693359375)]"
78,5,6,H,H,1.5,"[('I', 0.77734375), ('H', 0.22265625)]"
78,6,6,I,I,0.201171875,"[('I', 0.81640625), ('H', 0.181640625)]"
78,7,6,I,I,0.142578125,"[('I', 0.8671875), ('H', 0.1328125)]"
78,8,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
78,9,6,I,I,0.201171875,"[('I', 0.81640625), ('H', 0.181640625)]"
78,10,6,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
79,5,1,I,I,0.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
80,5,1,I,I,0.69140625,"[('I', 0.5), ('H', 0.5)]"
81,5,1,I,I,0.34765625,"[('I', 0.70703125), ('H', 0.29296875)]"
82,5,6,H,H,0.474609375,"[('H', 0.62109375), ('I', 0.37890625)]"
82,6,6,I,I,0.97265625,"[('H', 0.62109375), ('I', 0.37890625)]"
82,7,6,H,H,0.38671875,"[('H', 0.6796875), ('I', 0.3203125)]"
82,8,6,H,H,0.34765625,"[('H', 0.70703125), ('I', 0.29296875)]"
82,9,6,I,I,1.140625,"[('H', 0.6796875), ('I', 0.3203125)]"
82,10,6,H,H,0.34765625,"[('H', 0.70703125), ('I', 0.29296875)]"
83,5,6,H,H,1.140625,"[('I', 0.6796875), ('H', 0.3203125)]"
83,6,6,I,I,0.28125,"[('I', 0.75390625), ('H', 0.2451171875)]"
83,7,6,H,H,2.015625,"[('I', 0.8671875), ('H', 0.1328125)]"
83,8,6,H,H,1.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
83,9,6,I,I,0.474609375,"[('I', 0.62109375), ('H', 0.37890625)]"
83,10,6,H,H,1.9140625,"[('I', 0.8515625), ('H', 0.1474609375)]"
84,5,6,I,I,1.703125,"[('H', 0.81640625), ('I', 0.181640625)]"
84,6,6,H,H,0.34765625,"[('H', 0.70703125), ('I', 0.29296875)]"
84,7,6,H,H,0.34765625,"[('H', 0.70703125), ('I', 0.29296875)]"
84,8,6,H,H,0.16015625,"[('H', 0.8515625), ('I', 0.1474609375)]"
84,9,6,H,H,0.10009765625,"[('H', 0.90625), ('I', 0.09619140625)]"
84,10,6,H,H,0.0380859375,"[('H', 0.9609375), ('I', 0.03759765625)]"
85,5,6,H,H,0.126953125,"[('H', 0.87890625), ('I', 0.11962890625)]"
85,6,6,H,H,0.16015625,"[('H', 0.8515625), ('I', 0.1474609375)]"
85,7,6,I,I,2.015625,"[('H', 0.8671875), ('I', 0.1328125)]"
85,8,6,H,H,0.16015625,"[('H', 0.8515625), ('I', 0.1474609375)]"
85,9,6,H,H,0.142578125,"[('H', 0.8671875), ('I', 0.1328125)]"
85,10,6,I,I,1.3125,"[('H', 0.73046875), ('I', 0.26953125)]"
86,5,1,H,H,1.2265625,"[('I', 0.70703125), ('H', 0.29296875)]"
87,5,6,H,H,0.4296875,"[('H', 0.65234375), ('I', 0.34765625)]"
87,6,6,H,H,0.251953125,"[('H', 0.77734375), ('I', 0.22265625)]"
87,7,6,H,H,0.16015625,"[('H', 0.8515625), ('I', 0.1474609375)]"
87,8,6,H,H,0.201171875,"[('H', 0.81640625), ('I', 0.181640625)]"
87,9,6,I,I,2.015625,"[('H', 0.8671875), ('I', 0.1328125)]"
87,10,6,H,H,0.2255859375,"[('H', 0.796875), ('I', 0.201171875)]"
88,5,1,I,I,0.82421875,"[('H', 0.5625), ('I', 0.439453125)]"
89,5,6,I,I,1.140625,"[('H', 0.6796875), ('I', 0.3203125)]"
89,6,6,H,H,0.6328125,"[('H', 0.53125), ('I', 0.46875)]"
89,7,6,I,I,0.5234375,"[('I', 0.59375), ('H', 0.40625)]"
89,8,6,H,H,0.69140625,"[('I', 0.5), ('H', 0.5)]"
89,9,6,I,I,0.7578125,"[('H', 0.53125), ('I', 0.46875)]"
89,10,6,H,H,0.38671875,"[('H', 0.6796875), ('I', 0.3203125)]"
90,5,6,H,H,0.28125,"[('H', 0.75390625), ('I', 0.2451171875)]"
90,6,6,H,H,0.57421875,"[('H', 0.5625), ('I', 0.439453125)]"
90,7,6,H,H,0.57421875,"[('H', 0.5625), ('I', 0.439453125)]"
90,8,6,H,H,0.3125,"[('H', 0.73046875), ('I', 0.26953125)]"
90,9,6,I,I,0.6328125,"[('I', 0.53125), ('H', 0.46875)]"
90,10,6,I,I,1.5,"[('H', 0.77734375), ('I', 0.22265625)]"
91,5,6,H,H,2.125,"[('I', 0.87890625), ('H', 0.11962890625)]"
91,6,6,H,H,1.703125,"[('I', 0.81640625), ('H', 0.181640625)]"
